order_id,order_date,customer_id,product_id,quantity,unit_price
ORD-03-000147,2026-03-16,18,19,1,99.5
ORD-03-000148,2026-03-24,14,2,3,54.13
ORD-03-000149,2026-03-03,36,3,2,25.22
ORD-03-000150,2026-03-15,30,1,2,98.48
ORD-03-000151,2026-03-18,8,18,4,29.37
ORD-03-000152,2026-03-10,12,4,3,110.81
ORD-03-000153,2026-03-29,2,20,1,45.27
ORD-03-000154,2026-03-26,42,17,4,63.04
ORD-03-000155,2026-03-28,36,2,1,52.58
ORD-03-000156,2026-03-19,19,13,2,85.37
ORD-03-000157,2026-03-23,21,19,2,87.47
ORD-03-000158,2026-03-02,36,6,1,30.39
ORD-03-000159,2026-03-03,6,17,3,67.0
ORD-03-000160,2026-03-23,23,20,3,48.9
ORD-03-000161,2026-03-26,24,12,2,14.53
ORD-03-000162,2026-03-27,10,4,1,125.17
ORD-03-000163,2026-03-01,11,1,1,95.58
ORD-03-000164,2026-03-12,30,17,3,68.05
ORD-03-000165,2026-03-18,30,20,4,49.99
ORD-03-000166,2026-03-09,39,19,2,86.71
ORD-03-000167,2026-03-23,17,10,3,22.92
ORD-03-000168,2026-03-30,6,10,1,22.22
ORD-03-000169,2026-03-15,34,10,4,19.99
ORD-03-000170,2026-03-07,45,5,2,85.67
ORD-03-000171,2026-03-30,19,15,2,17.18
ORD-03-000172,2026-03-03,4,10,3,23.73
ORD-03-000173,2026-03-21,1,13,1,72.99
ORD-03-000174,2026-03-03,14,7,3,44.04
ORD-03-000175,2026-03-03,36,2,4,57.35
ORD-03-000176,2026-03-25,5,14,4,31.43
ORD-03-000177,2026-03-17,22,15,5,16.08
ORD-03-000178,2026-03-06,46,17,2,62.23
ORD-03-000179,2026-03-25,42,7,1,50.11
ORD-03-000180,2026-03-24,1,7,3,46.31
ORD-03-000181,2026-03-23,43,13,4,83.88
ORD-03-000182,2026-03-23,38,4,1,114.51
ORD-03-000183,2026-03-27,49,1,5,84.5
ORD-03-000184,2026-03-06,48,17,3,63.39
ORD-03-000185,2026-03-13,29,3,4,27.35
ORD-03-000186,2026-03-24,16,14,1,27.91
ORD-03-000187,2026-03-24,39,17,5,69.8
ORD-03-000188,2026-03-05,12,13,4,70.76
ORD-03-000189,2026-03-14,6,17,2,67.34
ORD-03-000190,2026-03-12,32,10,3,23.3
ORD-03-000191,2026-03-30,7,19,1,87.01
ORD-03-000192,2026-03-14,27,11,3,18.4
ORD-03-000193,2026-03-03,36,19,3,83.55
ORD-03-000194,2026-03-25,33,10,3,21.92
ORD-03-000195,2026-03-23,21,18,2,29.93
ORD-03-000196,2026-03-10,26,12,5,13.09
ORD-03-000197,2026-03-14,29,4,1,122.49
ORD-03-000198,2026-03-25,4,17,2,70.07
ORD-03-000199,2026-03-03,20,6,4,30.91
ORD-03-000200,2026-03-26,33,4,4,125.03
ORD-03-000201,2026-03-26,50,5,3,83.75
ORD-03-000202,2026-03-10,15,15,5,14.58
ORD-03-000203,2026-03-07,35,11,1,18.29
ORD-03-000204,2026-03-10,21,9,3,27.95
ORD-03-000205,2026-03-28,13,16,2,34.65
ORD-03-000206,2026-03-01,2,12,4,15.93
ORD-03-000207,2026-03-19,13,1,1,93.16
ORD-03-000208,2026-03-29,36,3,5,24.05
ORD-03-000209,2026-03-06,38,9,5,28.7
ORD-03-000210,2026-03-31,37,13,4,84.91
ORD-03-000211,2026-03-21,47,15,4,14.55
ORD-03-000212,2026-03-11,33,4,2,110.61
ORD-03-000213,2026-03-08,27,8,1,43.91
ORD-03-000214,2026-03-22,48,15,3,16.18
ORD-03-000215,2026-03-31,28,9,4,25.99
ORD-03-000216,2026-03-25,9,16,4,33.92
ORD-03-000217,2026-03-28,30,7,2,48.0
ORD-03-000218,2026-03-04,34,4,2,118.1
ORD-03-000219,2026-03-22,45,7,2,47.93
ORD-03-000220,2026-03-16,9,4,2,122.09
ORD-03-000221,2026-03-08,46,19,1,87.67
ORD-03-000222,2026-03-16,43,8,3,36.14
ORD-03-000223,2026-03-03,48,12,5,15.48
ORD-03-000224,2026-03-09,33,6,3,34.26
ORD-03-000225,2026-03-24,36,8,5,43.06
ORD-03-000226,2026-03-23,26,15,1,16.84
ORD-03-000227,2026-03-18,30,15,1,17.33
ORD-03-000228,2026-03-06,43,2,4,51.91
ORD-03-000229,2026-03-02,50,5,3,79.32
ORD-03-000230,2026-03-07,39,6,2,33.6
ORD-03-000231,2026-03-11,28,15,2,14.85
ORD-03-000232,2026-03-01,4,6,5,29.79
ORD-03-000233,2026-03-13,11,6,2,32.21
ORD-03-000234,2026-03-08,50,7,3,53.54
ORD-03-000235,2026-03-23,27,2,4,51.39
ORD-03-000236,2026-03-16,24,1,4,90.58
ORD-03-000237,2026-03-02,17,16,2,38.33
ORD-03-000238,2026-03-30,3,15,5,14.7
ORD-03-000239,2026-03-11,45,2,3,59.54
ORD-03-000240,2026-03-07,11,5,3,86.98
ORD-03-000241,2026-03-26,38,3,4,25.74
ORD-03-000242,2026-03-25,2,8,2,36.89
ORD-03-000243,2026-03-03,43,11,2,17.14
ORD-03-000244,2026-03-12,17,19,1,84.04
ORD-03-000245,2026-03-30,46,8,3,42.36
ORD-03-000246,2026-03-03,31,12,5,15.7
ORD-03-000247,2026-03-22,24,16,4,32.77
ORD-03-000248,2026-03-01,13,13,1,75.98
ORD-03-000249,2026-03-30,19,14,3,30.39
ORD-03-000250,2026-03-11,33,5,4,84.53
ORD-03-000251,2026-03-02,37,6,2,33.86
ORD-03-000252,2026-03-16,27,13,4,72.98
ORD-03-000253,2026-03-26,32,10,2,23.12
ORD-03-000254,2026-03-08,36,7,5,47.62
ORD-03-000255,2026-03-04,11,15,5,14.46
ORD-03-000256,2026-03-18,22,6,4,30.65
ORD-03-000257,2026-03-23,22,5,4,75.45
ORD-03-000258,2026-03-22,24,18,1,26.32
ORD-03-000259,2026-03-26,31,20,3,43.23
ORD-03-000260,2026-03-12,43,3,2,26.41
ORD-03-000261,2026-03-31,28,2,1,52.17
ORD-03-000262,2026-03-12,4,5,1,86.96
ORD-03-000263,2026-03-01,10,20,2,44.91
ORD-03-000264,2026-03-18,6,2,2,53.07
ORD-03-000265,2026-03-30,31,10,2,22.91
ORD-03-000266,2026-03-28,42,11,1,18.44
ORD-03-000267,2026-03-06,49,1,3,85.6
ORD-03-000268,2026-03-28,45,18,4,26.9
ORD-03-000269,2026-03-21,3,18,1,28.61
ORD-03-000270,2026-03-09,46,17,3,67.84
ORD-03-000271,2026-03-31,3,20,1,45.19
ORD-03-000272,2026-03-24,22,6,1,29.13
ORD-03-000273,2026-03-17,35,3,1,25.14
ORD-03-000274,2026-03-02,12,15,4,16.13
ORD-03-000275,2026-03-23,16,2,1,51.68
ORD-03-000276,2026-03-21,41,13,4,80.66
ORD-03-000277,2026-03-27,48,18,3,28.31
ORD-03-000278,2026-03-04,39,7,5,46.29
ORD-03-000279,2026-03-28,30,1,2,93.06
ORD-03-000280,2026-03-05,13,11,5,18.08
ORD-03-000281,2026-03-14,12,17,5,65.63
ORD-03-000282,2026-03-15,47,15,2,15.77
ORD-03-000283,2026-03-23,13,16,3,32.45
ORD-03-000284,2026-03-12,44,5,4,80.55
ORD-03-000285,2026-03-07,23,12,1,14.64
ORD-03-000286,2026-03-13,25,11,2,18.78
ORD-03-000287,2026-03-04,3,17,2,58.89
ORD-03-000288,2026-03-23,30,8,4,41.39
ORD-03-000289,2026-03-19,1,20,5,49.5
ORD-03-000290,2026-03-13,40,3,5,24.71
ORD-03-000291,2026-03-09,13,7,4,52.05
ORD-03-000292,2026-03-29,10,2,1,55.86
ORD-03-000293,2026-03-28,35,13,4,82.29
ORD-03-000294,2026-03-16,45,7,3,52.15
ORD-03-000295,2026-03-25,14,9,4,24.87
ORD-03-000296,2026-03-31,21,15,5,15.09
ORD-03-000297,2026-03-20,24,19,3,91.81
ORD-03-000298,2026-03-16,27,3,4,23.61
ORD-03-000299,2026-03-13,29,3,2,25.32
ORD-03-000300,2026-03-31,10,2,3,53.71
ORD-03-000301,2026-03-20,9,10,2,23.02
ORD-03-000302,2026-03-31,30,9,4,27.61
ORD-03-000303,2026-03-08,21,1,3,90.02
ORD-03-000304,2026-03-02,39,18,1,25.78
ORD-03-000305,2026-03-02,7,6,5,34.6
ORD-03-000306,2026-03-23,47,14,2,30.38
ORD-03-000307,2026-03-04,11,13,5,76.55
ORD-03-000308,2026-03-04,47,18,3,26.5
ORD-03-000309,2026-03-17,44,14,2,29.03
ORD-03-000310,2026-03-23,2,14,2,32.11
ORD-03-000311,2026-03-17,28,6,5,32.95
ORD-03-000312,2026-03-03,27,13,2,74.58
ORD-03-000313,2026-03-21,13,17,5,70.16
ORD-03-000314,2026-03-29,23,17,4,61.68
ORD-03-000315,2026-03-12,39,20,1,47.96
ORD-03-000316,2026-03-15,34,8,2,36.2
ORD-03-000317,2026-03-30,18,11,5,17.28
ORD-03-000318,2026-03-26,5,4,5,117.02
ORD-03-000319,2026-03-29,8,5,3,76.85
ORD-03-000320,2026-03-20,26,9,5,29.28
ORD-03-000321,2026-03-15,11,3,1,26.16
ORD-03-000322,2026-03-28,11,13,4,82.13
ORD-03-000323,2026-03-26,10,4,2,114.69
ORD-03-000324,2026-03-24,2,11,4,19.25
ORD-03-000325,2026-03-23,17,14,3,29.34
ORD-03-000326,2026-03-19,18,18,3,26.72
ORD-03-000327,2026-03-19,19,13,3,81.64
ORD-03-000328,2026-03-04,26,12,2,14.42
ORD-03-000329,2026-03-18,28,4,2,124.45
ORD-03-000330,2026-03-09,5,12,5,14.65
ORD-03-000331,2026-03-29,14,4,2,116.15
ORD-03-000332,2026-03-07,9,15,2,16.16
ORD-03-000333,2026-03-12,19,2,2,54.59
ORD-03-000334,2026-03-03,24,2,4,57.84
ORD-03-000335,2026-03-24,10,6,4,34.27
ORD-03-000336,2026-03-01,5,18,3,29.22
ORD-03-000337,2026-03-28,37,20,3,45.46
ORD-03-000338,2026-03-08,25,11,3,19.45
ORD-03-000339,2026-03-17,33,14,1,28.64
ORD-03-000340,2026-03-24,27,9,4,25.74
ORD-03-000341,2026-03-31,34,3,5,26.82
ORD-03-000342,2026-03-21,49,19,3,86.69
ORD-03-000343,2026-03-09,26,16,3,36.27
ORD-03-000344,2026-03-29,25,14,4,29.3
ORD-03-000345,2026-03-19,48,1,2,86.73
ORD-03-000346,2026-03-15,37,20,4,48.19
ORD-03-000347,2026-03-12,5,19,4,99.09
ORD-03-000348,2026-03-28,34,16,2,34.01
ORD-03-000349,2026-03-16,40,17,1,61.46
ORD-03-000350,2026-03-16,23,5,1,84.49
ORD-03-000351,2026-03-01,19,10,5,21.9
ORD-03-000352,2026-03-03,1,6,2,29.69
ORD-03-000353,2026-03-31,48,16,3,37.46
ORD-03-000354,2026-03-14,5,13,4,70.62
ORD-03-000355,2026-03-18,36,19,1,85.45
ORD-03-000356,2026-03-07,50,8,5,37.34
ORD-03-000357,2026-03-01,25,7,5,53.38
ORD-03-000358,2026-03-17,3,8,1,42.09
ORD-03-000359,2026-03-12,34,12,4,13.61
ORD-03-000360,2026-03-10,33,13,3,71.29
ORD-03-000361,2026-03-05,13,3,2,26.48
ORD-03-000362,2026-03-11,7,6,1,30.4
ORD-03-000363,2026-03-18,27,11,3,19.73
ORD-03-000364,2026-03-28,19,14,2,32.4
ORD-03-000365,2026-03-15,2,6,2,29.77
ORD-03-000366,2026-03-08,38,3,4,23.68
ORD-03-000367,2026-03-28,7,12,4,14.06
ORD-03-000368,2026-03-22,4,6,5,32.24
ORD-03-000369,2026-03-18,46,8,2,36.86
ORD-03-000370,2026-03-06,23,9,3,27.73
ORD-03-000371,2026-03-31,46,1,2,85.39
ORD-03-000372,2026-03-15,15,8,3,39.97
ORD-03-000373,2026-03-08,15,1,4,85.48
ORD-03-000374,2026-03-06,11,8,3,37.45
ORD-03-000375,2026-03-13,34,4,3,121.05
ORD-03-000376,2026-03-14,4,15,2,15.3
ORD-03-000377,2026-03-16,22,20,4,42.48
ORD-03-000378,2026-03-06,45,1,3,96.91
ORD-03-000379,2026-03-11,40,17,4,62.16
ORD-03-000380,2026-03-01,43,16,4,35.27
ORD-03-000381,2026-03-12,9,4,3,119.14
ORD-03-000382,2026-03-06,39,8,1,41.49
ORD-03-000383,2026-03-28,31,2,3,50.91
ORD-03-000384,2026-03-01,9,20,4,44.25
ORD-03-000385,2026-03-15,30,14,5,32.04
ORD-03-000386,2026-03-05,43,10,5,21.29
ORD-03-000387,2026-03-31,20,20,4,44.55
ORD-03-000388,2026-03-11,5,20,1,42.04
ORD-03-000389,2026-03-13,24,18,5,28.97
ORD-03-000390,2026-03-30,19,1,4,82.68
ORD-03-000391,2026-03-02,9,20,5,42.3
ORD-03-000392,2026-03-29,8,2,5,57.79
ORD-03-000393,2026-03-23,1,2,4,51.04
ORD-03-000394,2026-03-16,5,12,4,15.44
ORD-03-000395,2026-03-14,8,7,5,47.41
ORD-03-000396,2026-03-05,29,13,5,80.29
ORD-03-000397,2026-03-11,25,17,2,64.13
ORD-03-000398,2026-03-24,37,10,5,22.95
ORD-03-000399,2026-03-29,50,4,2,125.89
ORD-03-000400,2026-03-01,14,6,5,31.43
ORD-03-000401,2026-03-25,13,9,1,25.81
ORD-03-000402,2026-03-20,41,11,5,19.54
ORD-03-000403,2026-03-11,37,17,1,61.42
ORD-03-000404,2026-03-22,39,17,1,69.07
ORD-03-000405,2026-03-13,48,1,2,93.22
ORD-03-000406,2026-03-30,12,15,4,16.22
ORD-03-000407,2026-03-11,18,11,4,20.77
ORD-03-000408,2026-03-22,29,19,3,87.83
ORD-03-000409,2026-03-21,45,10,2,21.23
ORD-03-000410,2026-03-25,19,10,1,19.85
ORD-03-000411,2026-03-26,2,7,5,52.62
ORD-03-000412,2026-03-01,19,3,1,22.97
ORD-03-000413,2026-03-28,4,15,2,14.79
ORD-03-000414,2026-03-09,49,9,2,29.18
ORD-03-000415,2026-03-08,39,18,3,30.49
ORD-03-000416,2026-03-30,41,5,2,86.72
ORD-03-000417,2026-03-16,49,6,5,28.95
ORD-03-000418,2026-03-29,37,8,4,41.52
ORD-03-000419,2026-03-22,19,8,1,37.69
ORD-03-000420,2026-03-03,42,15,1,17.45
ORD-03-000421,2026-03-06,47,1,5,83.88
ORD-03-000422,2026-03-20,49,1,1,82.65
ORD-03-000423,2026-03-19,13,13,1,72.97
ORD-03-000424,2026-03-10,4,19,1,97.94
ORD-03-000425,2026-03-27,3,5,2,79.82
ORD-03-000426,2026-03-26,9,13,2,73.42
ORD-03-000427,2026-03-15,36,16,2,38.29
ORD-03-000428,2026-03-21,1,6,2,34.71
ORD-03-000429,2026-03-22,35,15,4,17.19
ORD-03-000430,2026-03-10,26,11,3,18.27
ORD-03-000431,2026-03-31,22,12,1,15.07
ORD-03-000432,2026-03-20,30,15,2,16.41
ORD-03-000433,2026-03-11,46,11,4,18.25
ORD-03-000434,2026-03-07,47,3,3,27.2
ORD-03-000435,2026-03-07,41,2,5,51.47
ORD-03-000436,2026-03-12,6,12,2,15.06
ORD-03-000437,2026-03-26,11,11,1,17.33
ORD-03-000438,2026-03-29,25,13,1,82.38
ORD-03-000439,2026-03-24,9,14,3,29.46
ORD-03-000440,2026-03-17,1,19,5,85.61
ORD-03-000441,2026-03-23,38,9,5,26.02
ORD-03-000442,2026-03-07,38,4,2,112.41
ORD-03-000443,2026-03-09,38,9,1,25.98
ORD-03-000444,2026-03-09,1,12,4,14.48
ORD-03-000445,2026-03-03,29,5,2,78.32
ORD-03-000446,2026-03-19,23,5,1,87.48
ORD-03-000447,2026-03-05,1,8,4,39.96
ORD-03-000448,2026-03-14,4,5,5,72.13
ORD-03-000449,2026-03-13,34,6,2,32.39
ORD-03-000450,2026-03-15,47,6,4,34.52
ORD-03-000451,2026-03-09,38,14,5,31.33
ORD-03-000452,2026-03-13,41,16,2,36.24
ORD-03-000453,2026-03-07,24,19,4,96.32
ORD-03-000454,2026-03-21,26,14,1,27.14
ORD-03-000455,2026-03-30,8,15,1,16.78
ORD-03-000456,2026-03-07,13,17,4,57.97
ORD-03-000457,2026-03-05,28,7,2,49.67
ORD-03-000458,2026-03-23,32,19,4,87.07
ORD-03-000459,2026-03-24,9,10,2,20.44
ORD-03-000460,2026-03-09,22,3,2,24.49
ORD-03-000461,2026-03-03,41,8,3,39.3
ORD-03-000462,2026-03-17,30,16,4,32.33
ORD-03-000463,2026-03-18,16,5,3,78.68
ORD-03-000464,2026-03-10,47,19,1,83.07
ORD-03-000465,2026-03-19,31,3,4,25.04
ORD-03-000466,2026-03-30,10,2,3,57.26
ORD-03-000467,2026-03-28,10,18,2,29.25
ORD-03-000468,2026-03-31,33,3,4,25.22
ORD-03-000469,2026-03-07,23,15,4,14.78
ORD-03-000470,2026-03-03,33,1,3,84.16
ORD-03-000471,2026-03-23,37,3,3,22.92
ORD-03-000472,2026-03-28,39,6,2,31.1
ORD-03-000473,2026-03-20,37,10,1,19.81
ORD-03-000474,2026-03-02,5,17,4,62.8
ORD-03-000475,2026-03-13,29,17,4,59.76
ORD-03-000476,2026-03-07,28,16,4,37.04
ORD-03-000477,2026-03-21,9,4,3,112.67
ORD-03-000478,2026-03-08,44,14,2,27.21
ORD-03-000479,2026-03-10,22,5,2,81.12
ORD-03-000480,2026-03-26,7,7,4,46.76
ORD-03-000481,2026-03-23,1,5,2,73.64
ORD-03-000482,2026-03-28,20,5,1,73.1
ORD-03-000483,2026-03-28,24,20,5,47.94
ORD-03-000484,2026-03-05,20,6,5,32.76
ORD-03-000485,2026-03-16,50,17,4,64.57
ORD-03-000486,2026-03-19,18,13,2,78.96
ORD-03-000487,2026-03-06,2,6,3,34.89
ORD-03-000488,2026-03-30,31,13,2,85.58
ORD-03-000489,2026-03-29,40,7,4,48.16
ORD-03-000490,2026-03-17,47,13,1,78.74
ORD-03-000491,2026-03-05,34,11,5,19.97
ORD-03-000492,2026-03-22,19,20,4,49.8
ORD-03-000493,2026-03-11,46,20,2,48.18
ORD-03-000494,2026-03-20,8,18,2,27.22
ORD-03-000495,2026-03-30,43,20,3,48.27
ORD-03-000496,2026-03-04,22,10,3,22.78
ORD-03-000497,2026-03-10,23,14,2,29.88
ORD-03-000498,2026-03-26,41,1,3,81.04
ORD-03-000499,2026-03-01,5,7,2,53.4
ORD-03-000500,2026-03-22,25,9,4,25.93
ORD-03-000501,2026-03-19,44,18,4,30.34
ORD-03-000502,2026-03-01,48,3,4,23.07
ORD-03-000503,2026-03-04,23,8,3,39.26
ORD-03-000504,2026-03-07,31,20,3,47.79
ORD-03-000505,2026-03-02,39,11,3,19.67
ORD-03-000506,2026-03-04,45,10,3,21.18
ORD-03-000507,2026-03-26,12,17,1,65.7
ORD-03-000508,2026-03-13,6,13,1,81.35
ORD-03-000509,2026-03-31,42,18,4,27.35
ORD-03-000510,2026-03-08,13,13,1,76.3
ORD-03-000511,2026-03-04,40,6,4,32.02
ORD-03-000512,2026-03-24,24,20,3,47.37
ORD-03-000513,2026-03-11,19,16,4,36.48
ORD-03-000514,2026-03-24,39,7,3,44.55
ORD-03-000515,2026-03-11,20,20,4,43.84
ORD-03-000516,2026-03-23,10,9,1,27.86
ORD-03-000517,2026-03-31,25,9,4,27.87
ORD-03-000518,2026-03-04,17,18,1,28.65
ORD-03-000519,2026-03-09,12,8,1,40.93
ORD-03-000520,2026-03-19,16,1,2,95.68
ORD-03-000521,2026-03-19,1,20,2,46.69
ORD-03-000522,2026-03-21,2,9,2,25.09
ORD-03-000523,2026-03-01,5,14,1,32.63
ORD-03-000524,2026-03-10,42,14,3,29.9
ORD-03-000525,2026-03-17,34,14,5,31.72
ORD-03-000526,2026-03-23,8,5,5,81.66
ORD-03-000527,2026-03-01,2,1,1,84.49
ORD-03-000528,2026-03-03,50,14,2,32.92
ORD-03-000529,2026-03-07,18,6,5,34.05
ORD-03-000530,2026-03-16,33,18,4,25.87
ORD-03-000531,2026-03-17,40,3,1,25.47
ORD-03-000532,2026-03-05,10,6,5,31.16
ORD-03-000533,2026-03-03,38,12,4,13.1
ORD-03-000534,2026-03-30,31,13,5,78.55
ORD-03-000535,2026-03-05,35,10,5,23.85
ORD-03-000536,2026-03-23,19,16,3,34.52
