order_id,order_date,customer_id,product_id,quantity,unit_price
010050,2026-01-22,16,3,4,25.46
010051,2026-01-19,16,4,5,129.51
010052,2026-01-03,27,20,5,41.76
010053,2026-01-30,17,19,2,92.42
010054,2026-01-13,9,11,3,18.0
010055,2026-01-25,5,15,1,15.41
010056,2026-01-19,7,15,1,16.39
010057,2026-01-09,9,18,3,26.86
010058,2026-01-12,19,3,2,26.89
010059,2026-01-23,20,15,5,17.07
010060,2026-01-27,36,17,3,57.7
010061,2026-01-05,17,4,1,129.45
010062,2026-01-05,18,4,3,124.77
010063,2026-01-11,14,20,3,43.33
010064,2026-01-29,4,17,1,63.85
010065,2026-01-02,1,14,3,31.97
010066,2026-01-09,11,5,4,82.18
010067,2026-01-18,1,18,1,29.67
010068,2026-01-23,10,3,5,27.21
010069,2026-01-19,36,2,2,58.15
010070,2026-01-10,24,14,1,27.76
010071,2026-01-08,43,12,1,13.66
010072,2026-01-29,27,12,5,15.31
010073,2026-01-08,11,5,2,86.8
010074,2026-01-24,22,14,4,27.14
010075,2026-01-26,45,8,1,38.12
010076,2026-01-28,31,13,2,83.81
010077,2026-01-15,23,7,3,51.84
010078,2026-01-22,13,8,4,37.77
010079,2026-01-03,50,11,3,18.15
010080,2026-01-13,44,12,5,14.91
010081,2026-01-04,17,11,2,20.66
010082,2026-01-09,3,19,1,100.51
010083,2026-01-24,21,20,4,45.39
010084,2026-01-04,25,20,5,50.44
010085,2026-01-23,28,7,1,46.36
010086,2026-01-18,44,17,2,69.45
010087,2026-01-31,43,12,3,14.3
010088,2026-01-28,8,20,3,44.28
010089,2026-01-14,21,17,4,61.56
010090,2026-01-07,27,10,4,22.24
010091,2026-01-10,26,6,5,32.74
010092,2026-01-07,28,1,5,86.46
010093,2026-01-15,29,20,4,47.41
010094,2026-01-26,48,7,2,48.86
010095,2026-01-22,41,3,5,23.91
010096,2026-01-31,49,11,2,17.45
010097,2026-01-07,10,10,1,20.79
010098,2026-01-16,40,2,1,51.72
010099,2026-01-21,37,15,2,15.73
010100,2026-01-08,10,13,1,77.91
010101,2026-01-08,12,4,5,125.63
010102,2026-01-08,8,15,4,14.56
010103,2026-01-22,34,5,5,84.81
010104,2026-01-25,29,20,5,44.31
010105,2026-01-30,36,17,4,63.06
010106,2026-01-16,29,6,3,33.56
010107,2026-01-09,50,8,5,42.71
010108,2026-01-09,29,16,1,35.88
010109,2026-01-11,21,10,5,20.83
010110,2026-01-08,25,3,2,23.18
010111,2026-01-14,22,7,5,44.5
010112,2026-01-07,27,15,4,15.73
010113,2026-01-01,49,19,5,100.21
010114,2026-01-31,23,13,3,77.64
010115,2026-01-31,27,13,5,83.51
010116,2026-01-29,15,18,4,30.21
010117,2026-01-16,2,8,4,38.17
010118,2026-01-26,26,11,2,19.63
010119,2026-01-20,35,15,1,17.34
010120,2026-01-22,2,13,1,79.43
010121,2026-01-15,12,14,1,27.8
010122,2026-01-07,30,9,3,26.84
010123,2026-01-13,18,11,4,19.98
010124,2026-01-16,2,9,5,29.34
010125,2026-01-12,15,2,1,59.95
010126,2026-01-31,16,2,2,57.27
010127,2026-01-08,9,1,4,92.17
010128,2026-01-07,30,4,3,120.52
010129,2026-01-20,48,12,1,13.54
010130,2026-01-04,38,6,1,34.97
010131,2026-01-30,25,10,4,22.33
010132,2026-01-23,41,7,2,44.62
010133,2026-01-10,44,4,5,123.69
010134,2026-01-19,3,4,3,126.05
010135,2026-01-12,5,18,5,28.09
010136,2026-01-14,32,11,1,17.14
010137,2026-01-21,30,14,2,32.75
010138,2026-01-17,42,14,3,28.05
010139,2026-01-18,50,20,4,48.82
010140,2026-01-24,38,15,3,15.79
010141,2026-01-27,6,11,3,20.33
010142,2026-01-15,37,15,5,15.18
010143,2026-01-16,21,13,2,75.45
010144,2026-01-26,17,16,3,32.98
010145,2026-01-23,18,9,5,29.59
010146,2026-01-07,6,1,2,90.29
010147,2026-01-25,16,14,4,29.92
010148,2026-01-01,6,16,3,34.63
010149,2026-01-08,20,8,5,39.23
010150,2026-01-17,23,12,4,14.42
010151,2026-01-23,30,18,3,27.54
010152,2026-01-04,47,10,2,20.91
010153,2026-01-18,49,11,2,17.55
010154,2026-01-16,18,7,5,45.98
010155,2026-01-04,13,17,3,65.24
010156,2026-01-10,1,8,5,38.88
010157,2026-01-02,36,5,3,76.38
010158,2026-01-25,32,5,1,82.2
010159,2026-01-16,31,1,4,91.32
010160,2026-01-02,17,11,4,17.79
010161,2026-01-13,32,4,1,126.67
010162,2026-01-02,10,19,2,94.38
010163,2026-01-03,16,19,1,100.26
010164,2026-01-20,39,18,5,30.01
010165,2026-01-13,29,8,4,42.19
010166,2026-01-14,20,10,5,23.58
010167,2026-01-31,48,20,1,41.94
010168,2026-01-09,43,7,1,49.97
010169,2026-01-18,5,6,2,30.34
010170,2026-01-23,39,1,4,88.34
010171,2026-01-10,46,10,3,19.94
010172,2026-01-08,17,15,5,14.63
010173,2026-01-18,15,7,2,48.02
010174,2026-01-03,4,9,2,29.3
010175,2026-01-27,37,10,3,22.42
010176,2026-01-23,20,15,4,14.8
010177,2026-01-16,29,9,1,27.5
010178,2026-01-14,48,20,3,41.76
010179,2026-01-03,15,20,5,43.69
010180,2026-01-25,44,19,3,100.29
010181,2026-01-25,12,19,4,83.54
010182,2026-01-30,18,17,2,65.94
010183,2026-01-27,32,19,1,90.82
010184,2026-01-11,21,16,1,33.93
010185,2026-01-23,32,6,3,30.91
010186,2026-01-18,3,13,4,82.89
010187,2026-01-11,8,3,4,24.06
010188,2026-01-01,43,17,5,68.16
010189,2026-01-07,34,15,3,15.72
010190,2026-01-21,29,20,1,48.35
010191,2026-01-05,19,7,4,46.48
010192,2026-01-21,39,16,2,32.34
010193,2026-01-01,36,6,4,30.79
010194,2026-01-27,8,3,4,23.61
010195,2026-01-05,32,4,3,122.52
010196,2026-01-14,31,17,4,66.63
010197,2026-01-05,25,8,2,39.64
010198,2026-01-29,9,20,1,46.07
010199,2026-01-28,27,9,3,29.0
010200,2026-01-01,19,17,3,61.02
